iso,epochMs,cpuSeconds,cpuPercent,workingSetBytes,privateBytes
2026-08-17T02:55:39.7851718Z,1786935339785,239.766,5.34,324345856,341696512
2026-08-17T02:55:40.7962938Z,1786935340796,240.797,5.1,288313344,304832512
2026-08-17T02:55:41.8031870Z,1786935341803,241.859,5.28,291643392,308576256
2026-08-17T02:55:42.8192929Z,1786935342819,242.969,5.46,270688256,286953472
2026-08-17T02:55:43.8410502Z,1786935343841,244.141,5.73,280530944,296845312
2026-08-17T02:55:44.8534093Z,1786935344853,245.188,5.17,280682496,297213952
2026-08-17T02:55:45.8639968Z,1786935345863,246.172,4.87,322105344,339279872
2026-08-17T02:55:46.8711623Z,1786935346871,247.391,6.05,294043648,310542336
2026-08-17T02:55:47.8798262Z,1786935347879,248.547,5.73,278921216,295116800
2026-08-17T02:55:48.8948661Z,1786935348894,249.547,4.93,274628608,290697216
2026-08-17T02:55:49.9037207Z,1786935349903,250.562,5.03,333086720,350334976
2026-08-17T02:55:50.9133022Z,1786935350913,251.75,5.88,346505216,365207552
2026-08-17T02:55:51.9187108Z,1786935351918,252.781,5.13,245235712,263090176
2026-08-17T02:55:52.9332150Z,1786935352933,253.906,5.54,242393088,260132864
2026-08-17T02:55:53.9460621Z,1786935353946,255.047,5.63,243400704,261042176
2026-08-17T02:55:54.9575286Z,1786935354957,256.109,5.25,353865728,372264960
2026-08-17T02:55:55.9677412Z,1786935355967,257.125,5.03,313012224,330371072
2026-08-17T02:55:56.9764000Z,1786935356976,258.156,5.11,321339392,338853888
2026-08-17T02:55:57.9837630Z,1786935357983,259.203,5.2,317255680,334581760
2026-08-17T02:55:58.9962710Z,1786935358996,260.281,5.32,338968576,356675584
2026-08-17T02:56:00.0177683Z,1786935360017,261.438,5.66,263065600,279187456
2026-08-17T02:56:01.0297818Z,1786935361029,262.484,5.17,281460736,297857024
2026-08-17T02:56:02.0408720Z,1786935362040,263.531,5.18,308518912,325427200
2026-08-17T02:56:03.0529378Z,1786935363052,264.641,5.48,329125888,346877952
2026-08-17T02:56:04.0616352Z,1786935364061,265.719,5.34,271785984,287911936
2026-08-17T02:56:05.0707898Z,1786935365070,266.578,4.26,269668352,285659136
2026-08-17T02:56:06.0830419Z,1786935366083,267.781,5.94,272461824,289009664
2026-08-17T02:56:07.0956583Z,1786935367095,268.891,5.48,290455552,307191808
2026-08-17T02:56:08.1040328Z,1786935368104,269.812,4.57,281866240,298352640
2026-08-17T02:56:09.1190201Z,1786935369119,270.953,5.62,333697024,351842304
2026-08-17T02:56:10.1282528Z,1786935370128,272.016,5.26,284622848,301142016
2026-08-17T02:56:11.1392968Z,1786935371139,273.016,4.95,276017152,292331520
2026-08-17T02:56:12.1484098Z,1786935372148,274.047,5.11,288997376,305561600
2026-08-17T02:56:13.1600233Z,1786935373160,275.078,5.1,342646784,360468480
2026-08-17T02:56:14.1670212Z,1786935374167,276.016,4.65,331915264,349433856
2026-08-17T02:56:15.1764619Z,1786935375176,277.062,5.19,349175808,367054848
2026-08-17T02:56:16.1877878Z,1786935376187,278.125,5.25,276738048,293126144
2026-08-17T02:56:17.2021416Z,1786935377202,279.125,4.93,281067520,297533440
2026-08-17T02:56:18.2170586Z,1786935378217,280.219,5.39,275705856,292040704
2026-08-17T02:56:19.2262340Z,1786935379226,281.109,4.41,218378240,237572096
2026-08-17T02:56:20.2386552Z,1786935380238,282.094,4.86,266428416,284143616
